bibliography.title,metadata.url,bibliography.author.name,bibliography.publication.full
"Claudian, volume 1 (of 2): With an English translation by Maurice Platnauer",https://www.gutenberg.org/ebooks/51443,"Claudianus, Claudius",14-Mar-16
The Love of Monsieur,https://www.gutenberg.org/ebooks/51468,"Gibbs, George",16-Mar-16
Self-Control Its Kingship and Majesty,https://www.gutenberg.org/ebooks/51469,"Jordan, William George",16-Mar-16
Beach Scene,https://www.gutenberg.org/ebooks/51494,"King, Marshall",18-Mar-16
Dumbwaiter,https://www.gutenberg.org/ebooks/51478,"Stamers, James",16-Mar-16
Kreativity For Kats,https://www.gutenberg.org/ebooks/51493,"Leiber, Fritz",18-Mar-16
East In The Morning,https://www.gutenberg.org/ebooks/51475,"Fisher, David E.",16-Mar-16
"The Donkey, the Elephant, and the Goat: At a Public Meeting",https://www.gutenberg.org/ebooks/51473,"Preston, Jack",16-Mar-16
A Garden Diary: September 1899�September 1900,https://www.gutenberg.org/ebooks/51477,"Lawless, Emily",16-Mar-16
Flying Machines Today,https://www.gutenberg.org/ebooks/51481,"Ennis, William Duane",17-Mar-16
Perfect Answer,https://www.gutenberg.org/ebooks/51482,"Stecher, L.J.",17-Mar-16
The Reluctant Heroes,https://www.gutenberg.org/ebooks/51483,"Robinson, Frank M.",17-Mar-16
"Film Truth; September, 1920",https://www.gutenberg.org/ebooks/51484,Anonymous,17-Mar-16
Othmar,https://www.gutenberg.org/ebooks/51487,Ouida,17-Mar-16
Church History (Volumes 1-3),https://www.gutenberg.org/ebooks/51491,"Kurtz, J. H. (Johann Heinrich)",17-Mar-16
The Uncensored Letters of a Canteen Girl,https://www.gutenberg.org/ebooks/51495,"Morse, Katharine Duncan",19-Mar-16
A Game of Throne,https://www.nothuman.net/images/files/discussion/2/1815b71a2e633176b1c509f3a186605b.pdf,George R.R Martin,2011
A Game of Throne,https://www.nothuman.net/images/files/discussion/2/1815b71a2e633176b1c509f3a186605b.pdf,George R.R Martin,2011
A Game of Throne,https://www.nothuman.net/images/files/discussion/2/1815b71a2e633176b1c509f3a186605b.pdf,George R.R Martin,2011
